EventTime,Operation,Success,Username,Database,Schema,Table,Statement
2025-12-03 03:28:17.175235,SELECT,True,cashier,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:27:48.175691,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:27:48.159946,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:26:52.727572,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:26:52.727572,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:25:02.574241,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:25:02.570454,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:24:43.616078,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address 
    FROM Customers"
2025-12-03 03:24:33.403985,UPDATE,True,atelier_admin,Atelier,dbo,Customers,"UPDATE Customers 
    SET Address = 'Тестовый адрес ' + CAST(NEWID() AS NVARCHAR(36))
    WHERE CustomerID = 1"
2025-12-03 03:24:33.403985,SELECT,True,atelier_admin,Atelier,dbo,Customers,"UPDATE Customers 
    SET Address = 'Тестовый адрес ' + CAST(NEWID() AS NVARCHAR(36))
    WHERE CustomerID = 1"
2025-12-03 03:23:25.767442,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:23:25.752858,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:20:51.005628,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:20:51.005268,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:19:58.990613,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:19:58.983813,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:18:44.015686,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
2025-12-03 03:18:44.008534,SELECT,True,atelier_admin,Atelier,dbo,Customers,"SELECT TOP 10 CustomerID, CustomerName, Phone, Address FROM Customers"
